rpid,parent
3063257438,3061584474
3063280928,3062002008
3063296673,3061435989
3063316553,3061584474
3063320569,3061435989
3063321236,3061435989
3063349452,3061435989
3063351165,3061435989
3063370382,3061435989
3063390488,3061584474
3063401926,3061660344
3063404464,3061435989
3063432235,3061621782
3063450662,3062342387
3063452460,3061435989
3063456779,3061435989
3063465809,3061584474
3063462360,3061435989
3063470554,3061555626
3063490710,3061584474
3063512067,3061660344
3063514465,3063470554
3063525796,3061435989
3063527420,3061584474
3063556461,3061621782
3063557853,3063109768
3063553995,3061660344
3063573737,3062322616
3063583030,3063556461
3063583642,3063432235
3063591090,3063151926
3063595116,3063015446
3063606245,3061852480
3063620699,3061435989
3063631287,3063595116
3063624302,3061435989
3063636781,3063631287
3063655099,3061555626
3063701121,3061644310
3063712757,3061435989
3063726455,3063557853
3063746189,3063636781
3063769410,3061435989
3063774116,3061435989
3063804050,3061435989
3063814643,3061435989
3063824398,3061435989
3063921077,3063015446
3063957074,3061435989
3063965886,3063746189
3063976716,3062639902
3063977416,3063746189
3063979342,3063746189
3063990056,3063965886
3063995604,3063990056
3064000812,3063990056
3064006296,3063990056
3063999929,3061435989
3064017108,3061435989
3064051161,3061660344
3064058087,3063979342
3064071418,3063995604
3064076456,3061435989
3064085099,3064000812
3064083084,3061435989
3064100267,3064071418
3064124314,3061435989
3064129523,3061435989
3064138849,3061750163
3064147436,3064100267
3064169997,3064147436
3064191152,3064100267
3064202080,3064191152
3064212207,3061683976
3064233898,3061621782
3064266860,3061925891
3064259421,3061641280
3064278861,3061681708
3064286097,3061644310
3064296170,3061883680
3064298891,3061555626
3064299018,3061787466
3064304559,3061435989
3064310955,3061660344
3064320681,3061641280
3064314936,3061435989
3064326352,3061435989
3064350726,3061435989
3064349669,3063226687
3064354862,3061435989
3064397359,3064298891
3064414689,3061681708
3064417960,3062362845
3064438922,3062322616
3064520408,3061435989
3064536324,3062080793
3064546489,3061435989
3064557729,3061917752
3064586202,3061759261
3064632760,3063280928
3064671500,3061435989
3064674719,3064304559
3064682715,3061435989
3064706692,3064138849
3064842896,3064296170
3064845254,3061435989
3064866911,3061660344
3064883196,3061435989
3064890318,3061683976
3064895262,3061435989
3064962090,3061435989
3064990688,3061435989
3065014793,3064890318
3065023691,3061681708
3065027516,3061435989
3065086174,3061435989
3065086683,3061435989
3065103445,3061435989
3065106821,3061435989
3065160435,3061683976
3065191894,3065160435
3065199433,3061435989
3065216962,3061435989
3065225595,3064895262
3065265974,3062288231
3065269532,3061660344
3065277853,3062362845
3065278234,3061782887
3065284278,3061435989
3065336788,3065225595
3065370885,3061435989
3065406199,3064417960
3065406435,3061621782
3065398632,3064233898
3065403537,3061814078
3065441116,3061435989
3065439443,3061435989
3065482834,3061435989
3065493258,3061435989
3065520478,3061917752
3065529141,3061435989
3065597277,3063726455
3065615366,3061435989
3065703098,3061435989
3065725223,3061660344
3065755601,3061435989
3065869056,3061641280
3065878856,3061555626
3065894400,3061435989
3065904676,3061435989
3065943863,3061435989
3065964429,3061660344
3066081626,3061884719
3066211058,3061435989
3066320520,3061435989
3066314885,3061435989
3066352596,3065336788
3066393836,3064632760
3066480042,3065398632
3066487331,3065398632
3066507025,3065398632
3066521816,3064842896
3066569382,3061435989
3066593828,3061435989
3066730924,3066507025
3066737180,3066393836
3066744238,3066507025
3066815963,3066487331
3066826937,3066480042
3066884154,3065278234
3066958827,3061435989
3067013061,3066826937
3067028180,3067013061
3067032467,3067013061
3067040596,3067013061
3067048257,3067013061
3067067198,3067048257
3067077523,3066826937
3067083407,3067048257
3067094666,3067067198
3067103502,3061435989
3067103860,3067077523
3067116363,3067028180
3067113013,3067094666
3067113033,3067032467
3067118154,3067094666
3067114525,3067116363
3067135904,3067113033
3067137489,3067067198
3067146396,3067116363
3067149941,3067116363
3067158952,3067137489
3067158954,3067103860
3067168019,3067135904
3067172329,3067137489
3067179263,3067158954
3067181919,3067135904
3067192548,3067118154
3067194233,3067192548
3067197354,3067113013
3067211531,3067194233
3067216707,3067194233
3067218321,3067194233
3067225195,3067197354
3067233023,3067218321
3067228728,3067194233
3067240606,3064438922
3067243860,3067194233
3067270519,3061435989
3067294370,3067270519
3067349562,3061435989
3067461810,3061641280
3067495658,3067240606
3067705402,3061621782
3067734995,3061435989
3067797638,3067137489
3067799627,3061699856
3067826109,3067799627
3067865621,3061435989
3067938734,3061435989
3067975580,3067495658
3068010178,3061435989
3068007023,3061435989
3068164216,3067975580
3068214665,3061435989
3068279976,3061435989
3068401334,3061917752
3068401527,3061435989
3068402218,3061977510
3068406520,3061435989
3068416428,3061884719
3068418584,3061759261
3068422749,3061435989
3068424364,3061917752
3068448139,3061621782
3068466980,3061435989
3068463633,3068448139
3068478480,3061435989
3068479953,3068448139
3068502780,3061435989
3068584110,3061435989
3068621559,3061435989
3068690233,3061698713
3068705562,3061870655
3068741643,3061660344
3068782629,3068690233
3068795931,3061435989
3069017265,3061435989
3069018059,3068782629
3069342430,3062913399
3069398491,3061435989
3069527934,3069018059
3069542437,3069018059
3069993124,3061660344
3070114140,3061998043
3070362553,3061435989
3070490980,3061435989
3070570532,3069527934
3070912779,3061435989
3070989608,3061435989
3071029189,3061782887
3071042671,3061435989
3071061988,3061737452
3071297261,3061555626
3071331614,3061435989
3071509557,3071061988
3071724505,3062288231
3071732151,3062310784
3071751598,3062368671
3072154617,3061435989
3072709505,3061621782
3072727853,3061435989
3072774094,3061435989
3072956720,3061681708
3073401591,3061435989
3073434926,3061621782
3073652158,3073434926
3074790671,3073652158
3074869443,3074790671
3075076803,3061699856
3075723690,3062288231
3076129727,3066730924
3076519852,3061435989
3077548135,3061435989
3078184954,3061435989
3079105962,3061918850
3079138112,3061681708
3081767265,3061435989
3083263018,3061698713
3083399287,3061660344
3083675363,3061660344
3083751264,3061435989
3084007945,3061621558
3084141680,3061621782
3087942301,3061435989
3091754848,3061926537
3091770310,3062165528
3091775073,3062551103
3091773644,3062754432
3091782774,3063320569
3091791354,3063401926
3091784721,3063553995
3091796381,3064266860
3091796767,3064354862
3091806278,3065086683
3091806797,3065277853
3091809072,3091806797
3092896946,3061621782
3093007858,3092896946
3093058545,3093007858
3093238444,3093007858
3095595593,3061435989
3099829540,3062438654
3100869450,3061435989
3101567345,3061435989
3101795413,3061435989
3103926471,3061699856
3107062921,3062031287
3116532566,3061782887
3128659102,3061435989
3131310364,3062622801
3131544974,3131310364
3131736662,3062269666
3131843889,3061435989
3137114466,3061683976
3145504029,3062031287
3148304694,3061435989
3148622313,3061435989
3153265355,3061435989
3154137596,3061644310
3154556779,3061435989
3155071653,3061435989
3155375633,3061641280
3155371211,3061759261
3155378326,3062031287
3155400533,3063370382
3155406907,3063557853
3155403617,3063976716
3155412303,3064191152
3155427827,3155412303
3155475876,3155406907
3155475878,3155406907
3155525504,3155475878
3155608779,3155525504
3155642171,3155608779
3155927925,3155642171
3155963888,3155927925
3157528029,3155400533
3157550420,3157528029
3157551958,3157528029
3157616225,3157551958
3157963453,3157616225
3158864038,3061621782
3158883243,3158864038
3159038188,3158883243
3159703336,3061435989
3163075104,3061435989
3164810424,3061435989
3166637092,3061435989
3168761239,3061883680
3181315099,3061699856
3187349169,3061435989
3187380163,3062031287
3187405473,3061970828
3188255925,3065406199
3189027604,3188255925
3190303650,3189027604
3193699017,3061699856
3194218182,3193699017
3207588516,3061683976
3207607637,3207588516
3209306275,3207607637
3209311442,3067137489
3209629500,3209306275
3215997905,3061883680
3219788871,3061435989
3251901426,3062324875
3252493913,3061435989
3276089412,3061435989
3295660653,3061641280
3298087757,3061967399
3315868485,3061917752
3316191091,3315868485
3322947453,3062080793
3337494760,3062309538
3380105315,3061435989
3411090844,3061435989
3424138633,3061435989
3471012071,3061698713
3479525461,3062438654
3483190669,3061435989
3488334330,3061435989
3498690905,3061621782
3502486524,3061681708
3508080810,3061435989
3510612374,3061435989
3531575272,3061660344
3531690605,3061435989
3540377571,3062754432
3545612401,3061435989
3548266888,3061435989
3575431641,3062013374
3575717594,3061435989
3575820440,3061621558
3579409408,3061699856
3582175360,3061435989
3617084048,3061555626
3617094513,3061967399
3617098785,3062031287
3617103946,3062362845
3617117037,3062551103
3617120334,3062856205
3617118803,3063280928
3617131341,3063321236
3617127914,3063746189
3617141434,3064259421
3617150476,3064682715
3617147935,3065520478
3617151596,3065615366
3689195113,3061435989
3721586911,3061435989
3723340004,3061435989
3723345462,3062362845
3725029586,3061435989
3824405322,3061435989
3925149485,3061703254
3061619368,3061409334
3061665166,3061409334
3061795840,3061665166
3061831666,3061409334
3061949473,3061665166
3062035239,3061409334
3062069827,3061409334
3062129491,3061409334
3062143349,3062035239
3062256313,3061409334
3062346849,3061619368
3062390231,3061409334
3062464500,3061409334
3062487071,3061409334
3062498205,3062390231
3062558354,3062030670
3062605313,3061409334
3062628603,3061409334
3062639757,3062554691
3062639804,3062558354
3062662853,3062143349
3062755783,3062662853
3062752118,3061831666
3062753541,3061409334
3062856169,3061831666
3062866543,3061409334
3062864477,3061619368
3062881106,3061409334
3062919479,3061409334
3062929097,3062554792
3062950260,3062498205
3062950780,3062691321
3062995398,3062950260
3063042247,3062035239
3063076493,3062995398
3063106447,3061409334
3063151687,3061409334
3063260152,3062035239
3063274459,3062035239
3063281090,3061409334
3063297901,3061665166
3063325216,3062856169
3063335968,3061409334
3063349134,3063106447
3063364003,3062755783
3063413761,3061831666
3063427968,3061409334
3063524352,3061831666
3063534037,3061409334
3063562843,3062143349
3063569248,3062035239
3063588582,3063106447
3063599922,3062035239
3063631372,3062035239
3063660797,3061409334
3063651673,3061409334
3063658096,3061409334
3063767347,3062035239
3063768503,3062035239
3063874406,3062856169
3063895460,3061409334
3064016338,3061409334
3064022541,3062346849
3064032263,3062995398
3064046234,3061619368
3064061809,3062035239
3064106473,3061409334
3064173465,3064032263
3064178382,3061831666
3064273392,3062639757
3064434544,3061409334
3064786728,3062554792
3064784291,3062691321
3064913348,3062035239
3065028545,3062035239
3065041348,3064434544
3065063256,3064046234
3065077027,3062035239
3065080900,3061409334
3065091393,3061409334
3065258768,3061831666
3065627105,3064022541
3065811164,3063335968
3065842059,3061409334
3065900354,3062856169
3065926496,3061409334
3066002669,3061409334
3066008133,3061409334
3066364177,3061409334
3066506244,3061409334
3066530504,3061409334
3066524363,3061831666
3066723693,3061409334
3067275575,3062035239
3067414866,3061619368
3067540301,3061409334
3067682707,3062498205
3067705173,3061409334
3067760991,3061409334
3067781263,3062035239
3068034899,3061831666
3068371542,3061619368
3068443700,3061409334
3068444376,3062035239
3068590445,3061409334
3068717541,3061409334
3068791066,3061619368
3068876243,3061831666
3068930764,3062605313
3069014344,3062035239
3069350755,3062035239
3069469633,3061409334
3069513433,3061409334
3069604367,3061409334
3069625705,3062755783
3069729573,3061409334
3069798584,3062346849
3069843475,3062753541
3069886581,3061831666
3070038552,3063534037
3070140114,3061831666
3070252874,3069625705
3070283236,3062035239
3070327539,3062464500
3070409755,3069798584
3070421926,3061409334
3070516109,3061409334
3070649496,3061409334
3070734630,3070421926
3070743558,3070409755
3071375619,3061831666
3071383700,3063151687
3073715654,3062035239
3073952180,3061409334
3075457077,3061409334
3075591659,3061409334
3076027640,3061665166
3078779796,3061409334
3079434620,3062753541
3079900924,3061949473
3082966780,3062069827
3083474272,3061619368
3086697016,3062605313
3087550809,3061409334
3088604796,3062035239
3088670526,3064434544
3090755348,3061409334
3091132728,3061409334
3091833591,3062035239
3092115414,3062753541
3092983786,3061831666
3095768553,3061409334
3096384832,3062035239
3096701700,3061409334
3098277003,3062605313
3101799284,3061409334
3103912942,3062035239
3112032833,3062035239
3120501644,3062035239
3125169708,3061831666
3127701599,3062605313
3131824368,3062881106
3132050821,3061409334
3132886328,3061409334
3133075429,3061831666
3134628195,3065077027
3134637554,3062346849
3134655274,3068717541
3136280876,3061409334
3146437146,3061831666
3149462273,3062035239
3153330950,3062069827
3165913476,3061409334
3168778422,3063658096
3169413261,3061409334
3177195019,3062035239
3180502619,3061409334
3194868400,3061409334
3209421216,3061831666
3209858064,3062035239
3219789367,3061409334
3221855525,3061409334
3225952158,3061409334
3236165739,3062035239
3236752098,3061831666
3237811004,3062691321
3242370557,3061409334
3243236024,3061409334
3252517076,3062035239
3265589411,3061619368
3275278508,3062035239
3298158821,3064022541
3298176877,3265589411
3298273494,3298176877
3298509854,3298273494
3313422494,3062035239
3316011464,3316005978
3318928968,3062035239
3322584359,3062691321
3323200124,3061619368
3327503344,3061409334
3339460096,3062035239
3364983791,3062691321
3383448958,3062035239
3416938184,3062035239
3419640616,3061409334
3419642462,3062691321
3424180269,3061409334
3426090331,3061409334
3435687734,3062605313
3438276015,3061409334
3492759077,3062346849
3493206602,3061795840
3507534936,3061409334
3524627770,3061831666
3531691356,3061409334
3536875857,3061409334
3546160460,3062256313
3557849635,3062035239
3564340215,3063335968
3564334965,3062753541
3567024362,3063569248
3595553374,3062691321
3674077280,3061831666
3687046391,3062035239
3697248422,3062129491
3878558043,3064178382
3061559727,3061432063
3061573060,3061432063
3061581406,3061432063
3061601074,3061432063
3061632147,3061432063
3061641139,3061432063
3061661757,3061432063
3061691397,3061432063
3061720776,3061432063
3061770316,3061432063
3061776957,3061744059
3061795787,3061744059
3061806020,3061432063
3061806571,3061432063
3061815510,3061432063
3061808278,3061776957
3061828026,3061432063
3061855231,3061432063
3061873796,3061432063
3061879165,3061744059
3061891404,3061432063
3061925967,3061744059
3061935118,3061432063
3062007467,3061744059
3062024702,3061795787
3062075278,3061601074
3062089154,3061432063
3062111796,3062024702
3062225426,3061432063
3062321722,3061432063
3062379801,3061432063
3062383863,3061806571
3062549125,3061432063
3062641594,3061432063
3062643894,3061432063
3062657403,3061432063
3062687901,3061432063
3062698438,3061432063
3062745187,3061432063
3062787746,3061432063
3062810766,3061432063
3062905364,3061432063
3062924860,3061432063
3062950515,3061432063
3062972261,3061432063
3062987043,3061432063
3063000561,3061432063
3063011844,3061879165
3063046218,3061432063
3063047207,3061632147
3063050026,3063047207
3063056664,3061432063
3063092910,3061432063
3063111964,3062549125
3063158809,3061432063
3063159937,3061432063
3063168290,3061432063
3063193618,3061432063
3063224710,3061432063
3063247150,3061432063
3063360650,3061432063
3063390850,3061432063
3063419784,3061432063
3063434146,3061432063
3063487061,3061432063
3063529586,3061432063
3063547470,3061581406
3063550512,3063547470
3063581318,3061632147
3063613374,3061432063
3063721610,3061432063
3063735037,3061432063
3063811158,3061432063
3063844506,3061432063
3063848721,3061432063
3063871945,3061432063
3063877345,3061432063
3063911332,3062111796
3063916519,3061432063
3063996642,3061432063
3064044450,3061432063
3064090508,3061873796
3064098157,3063911332
3064124379,3061432063
3064146830,3061432063
3064205318,3061432063
3064305344,3062745187
3064445778,3061432063
3064549730,3064305344
3064687767,3061432063
3064717851,3061432063
3064742275,3061432063
3064746893,3061432063
3064819438,3061432063
3064829418,3061432063
3064932639,3061432063
3064934243,3061432063
3064991353,3061432063
3065022000,3061432063
3065039166,3061432063
3065054601,3061432063
3065086596,3061432063
3065170713,3061432063
3065229915,3061432063
3065265976,3061432063
3065313020,3061432063
3065326218,3061632147
3065331267,3061432063
3065343690,3061581406
3065736094,3061432063
3065914315,3061559727
3066141952,3061581406
3066150232,3061432063
3066233811,3061432063
3066237813,3061432063
3066412593,3061432063
3066583911,3061559727
3066618578,3061632147
3066869694,3061432063
3066903696,3061432063
3067200186,3061432063
3067194529,3061432063
3067249088,3061432063
3067315738,3061559727
3067519028,3061432063
3067596586,3061432063
3067789639,3061432063
3067911383,3061432063
3068032122,3061432063
3068120017,3061432063
3068265021,3062379801
3068401265,3061432063
3068480869,3061432063
3068709996,3061432063
3068923082,3061559727
3069395242,3061432063
3069409110,3061432063
3069612321,3061432063
3069686071,3061432063
3070070004,3061432063
3070103572,3061432063
3070808182,3061432063
3070838027,3061432063
3070936286,3061432063
3071472867,3061432063
3071669465,3061432063
3072103920,3062024702
3072408107,3072103920
3072924517,3061432063
3072939196,3061432063
3073826341,3061432063
3074974673,3061432063
3076301787,3061432063
3077196223,3061432063
3078253769,3061432063
3078269617,3062687901
3078429547,3061432063
3084853303,3061581406
3086482764,3061432063
3091827647,3063613374
3092650453,3061432063
3093255910,3061432063
3093457065,3061432063
3107206846,3061661757
3121221120,3061573060
3121874046,3061432063
3127727546,3061661757
3130163805,3061432063
3131490677,3061432063
3132818670,3061559727
3132838278,3061828026
3132921404,3132838278
3133792578,3061432063
3134612657,3061432063
3136131261,3061432063
3137699204,3061432063
3140427361,3061432063
3144110455,3061432063
3144524466,3061432063
3144816827,3061432063
3156223445,3061432063
3156870892,3061661757
3164817353,3061432063
3181267394,3061432063
3185619798,3061632147
3194843728,3061432063
3204610864,3061432063
3238303188,3061632147
3244600525,3061432063
3272703064,3061432063
3280809096,3061432063
3308634953,3061432063
3319435803,3061432063
3321657337,3061432063
3344904538,3061432063
3351874540,3061432063
3356442691,3061432063
3361587559,3061879165
3378205787,3061432063
3391810403,3061632147
3416383978,3061581406
3449072949,3061432063
3459654131,3061581406
3470668097,3061432063
3501974572,3061432063
3548788799,3061432063
3575336721,3061559727
3682019355,3061432063
3799978239,3061432063
3914131075,3061432063
4006521309,3061432063
3061431818,3061365458
3061432421,3061365458
3061432832,3061365458
3061433834,3061365458
3061441067,3061365458
3061441119,3061365458
3061434893,3061365458
3061441866,3061365458
3061443369,3061365458
3061447186,3061365458
3061447284,3061365458
3061447917,3061365458
3061444554,3061365458
3061450078,3061365458
3061450507,3061365458
3061455773,3061365458
3061456080,3061365458
3061456873,3061365458
3061453076,3061365458
3061458600,3061365458
3061459093,3061365458
3061462354,3061365458
3061459128,3061365458
3061466719,3061365458
3061467052,3061365458
3061475153,3061365458
3061467764,3061365458
3061475437,3061365458
3061473579,3061365458
3061474062,3061365458
3061480021,3061365458
3061474415,3061365458
3061485455,3061365458
3061482461,3061365458
3061490428,3061365458
3061487532,3061365458
3061483792,3061365458
3061483829,3061365458
3061488228,3061365458
3061488568,3061365458
3061491959,3061365458
3061500473,3061365458
3061501966,3061365458
3061503530,3061365458
3061507089,3061365458
3061504289,3061365458
3061504461,3061365458
3061511729,3061365458
3061512123,3061433834
3061509725,3061431818
3061520286,3061365458
3061518121,3061365458
3061530480,3061365458
3061523291,3061443369
3061530626,3061447186
3061524626,3061443369
3061531946,3061365458
3061536151,3061365458
3061541517,3061441067
3061545213,3061443369
3061542092,3061365458
3061538756,3061365458
3061550253,3061365458
3061556137,3061443369
3061549906,3061443369
3061560469,3061441119
3061561824,3061365458
3061559549,3061443369
3061570720,3061447917
3061571557,3061365458
3061577516,3061443369
3061577976,3061441067
3061593480,3061443369
3061606192,3061365458
3061607241,3061365458
3061607799,3061365458
3061604329,3061365458
3061625277,3061365458
3061634861,3061443369
3061668659,3061365458
3061672693,3061365458
3061669665,3061443369
3061680534,3061443369
3061680951,3061680534
3061678248,3061365458
3061711909,3061443369
3061714654,3061443369
3061731992,3061433834
3061736748,3061433834
3061739687,3061443369
3061748990,3061365458
3061764367,3061365458
3061775967,3061365458
3061769148,3061443369
3061778566,3061443369
3061782068,3061443369
3061805158,3061443369
3061811374,3061365458
3061808729,3061365458
3061823707,3061447186
3061836903,3061443369
3061837003,3061365458
3061841551,3061365458
3061837853,3061443369
3061838492,3061447186
3061844782,3061441067
3061856708,3061365458
3061885150,3061447186
3061890324,3061447284
3061892844,3061433834
3061896725,3061447186
3061906138,3061447186
3061911365,3061431818
3061912145,3061441067
3061920692,3061443369
3061912568,3061365458
3061943659,3061365458
3061944503,3061365458
3061978533,3061365458
3061993412,3061365458
3062011249,3061443369
3062016425,3061365458
3062050978,3061365458
3062095376,3061443369
3062120202,3061365458
3062146300,3061443369
3062143298,3061890324
3062175225,3061444554
3062204597,3061443369
3062210799,3061365458
3062218956,3061365458
3062241042,3061365458
3062249022,3061433834
3062297336,3061447186
3062299114,3061443369
3062309498,3061365458
3062317683,3061443369
3062329420,3061443369
3062334592,3061365458
3062370273,3061365458
3062372720,3061433834
3062374584,3061447186
3062382733,3061443369
3062414227,3061365458
3062434757,3061365458
3062473984,3061443369
3062485202,3061443369
3062498514,3061365458
3062505032,3061443369
3062516920,3061443369
3062521613,3061365458
3062535488,3061365458
3062579117,3061450078
3062626955,3061443369
3062721259,3061365458
3062719808,3061443369
3062778800,3061443369
3062783155,3061443369
3062806448,3061443369
3062831651,3061365458
3062838634,3061443369
3062861421,3061458600
3062871354,3061443369
3062893572,3062175225
3062922238,3061450078
3062953939,3062922238
3062976750,3061365458
3063004907,3061443369
3063016471,3061443369
3063020259,3061443369
3063020922,3061365458
3063061475,3061365458
3063152844,3061443369
3063144900,3061365458
3063266221,3061365458
3063303179,3061365458
3063388000,3061443369
3063398043,3061443369
3063441189,3061447186
3063453254,3061443369
3063456704,3061433834
3063457900,3061431818
3063495311,3061365458
3063529191,3061443369
3063548513,3061432832
3063611006,3061365458
3063608446,3061365458
3063640276,3061441067
3063645510,3061443369
3063659588,3061443369
3063722368,3061365458
3063983393,3061365458
3064020949,3061365458
3064112994,3061434893
3064126849,3061559549
3064139208,3061443369
3064147489,3061365458
3064165716,3061365458
3064161972,3061443369
3064279238,3061447186
3064309637,3061433834
3064458940,3061443369
3064521036,3061365458
3064671330,3061443369
3064701853,3061443369
3064717338,3061447917
3064744032,3061365458
3064810160,3061365458
3064990095,3061443369
3065032271,3061443369
3065039182,3061433834
3065048696,3061447186
3065075169,3061488568
3065080741,3061443369
3065139928,3061443369
3065199200,3061365458
3065248996,3061365458
3065249251,3061488568
3065282361,3061432421
3065391802,3061443369
3065393449,3061365458
3065499101,3061365458
3065515214,3061365458
3065720892,3061488568
3065954048,3061365458
3065965569,3061447917
3065989939,3061365458
3066225428,3061365458
3066300140,3061443369
3066421380,3061443369
3066566611,3061365458
3066778439,3061443369
3067067337,3061365458
3067272601,3061365458
3067441056,3061443369
3067434720,3061443369
3067523520,3061443369
3067970951,3061365458
3068104359,3061365458
3068278725,3061443369
3068289039,3061365458
3068321950,3061443369
3068372157,3061443369
3069100880,3061443369
3069306000,3061365458
3069608510,3061365458
3070123707,3061365458
3070602258,3061365458
3071076182,3061365458
3071593441,3061443369
3071645984,3061443369
3072097869,3061365458
3072265956,3061443369
3072733948,3061365458
3072970779,3061856708
3074524268,3061365458
3075622692,3061443369
3075717968,3061365458
3076936452,3061365458
3077547203,3061443369
3077940087,3061365458
3079113623,3061365458
3079475207,3061365458
3080458842,3061431818
3080743343,3061443369
3084171542,3061365458
3084507080,3061365458
3084624773,3061365458
3085213301,3061473579
3086490583,3061365458
3086897812,3061431818
3091047164,3061365458
3092175578,3061443369
3096806166,3061443369
3099017817,3061365458
3100358922,3061443369
3101333636,3061365458
3114983032,3061441119
3118358936,3061365458
3128786990,3061365458
3129820446,3061365458
3129887646,3061365458
3130165615,3061450078
3132820478,3061365458
3138286529,3061365458
3144008791,3061459093
3164505226,3061365458
3168845822,3061443369
3170607306,3061447186
3175032178,3061431818
3183301609,3061365458
3187479579,3061443369
3198729976,3061433834
3216083217,3061365458
3238306674,3061365458
3243673543,3061365458
3244593251,3061365458
3248119786,3061443369
3256308238,3061365458
3264437247,3061443369
3275222014,3061365458
3295105953,3061443369
3303315280,3061447186
3308625018,3061443369
3322447109,3061443369
3343844815,3061443369
3375029442,3061365458
3398357734,3061365458
3414187976,3061365458
3443522565,3061365458
3447759490,3061443369
3460443431,3061365458
3462512144,3061433834
3496339791,3061443369
3556860414,3061365458
3561451473,3061443369
3579421104,3061447186
3579431128,3061365458
3593430625,3061365458
3681829841,3061441866
3707464432,3061441067
3909972385,3061441067
3061505126,3061362591
3061525259,3061448381
3061536255,3061362591
3061536830,3061362591
3061593582,3061525259
3061684211,3061362591
3061766218,3061362591
3061785024,3061362591
3061788372,3061362591
3061804711,3061448381
3061854231,3061362591
3061920602,3061362591
3062073235,3061448381
3062085297,3061362591
3062274204,3061362591
3062307690,3061536830
3062364729,3061362591
3062540264,3061362591
3062584767,3061536830
3062936147,3061536255
3062937305,3062364729
3063361696,3061684211
3063660057,3061362591
3064196347,3061536830
3064771477,3061525259
3065369607,3061362591
3066155303,3061536830
3066905377,3061536830
3067060206,3061362591
3068117198,3061362591
3068935909,3061362591
3070809309,3061362591
3071242814,3061362591
3072707455,3061362591
3073590980,3061766218
3073768467,3061362591
3074329764,3061362591
3078534549,3061536830
3078539397,3063660057
3081848769,3064771477
3082078534,3081848769
3082125416,3082078534
3088258446,3061684211
3091609045,3061766218
3091931598,3091609045
3091983630,3091931598
3099430826,3061362591
3136207040,3061362591
3169439523,3061536830
3186038897,3061362591
3206065352,3061362591
3290160572,3061362591
3322962911,3061536830
3328559412,3061536830
3344274398,3061362591
3354352677,3073768467
3453750537,3061362591
3470390776,3061525259
3517749641,3061362591
3676608264,3061362591
3061771688,3061556650
3061767320,3061556650
3061885881,3061556650
3061910180,3061556650
3061979926,3061771688
3062001467,3061556650
3062123265,3061767320
3062372575,3062360554
3062420601,3061556650
3062433766,3061556650
3062459182,3062420601
3062487547,3061556650
3062502786,3062364513
3062569724,3061556650
3062690378,3061556650
3062731925,3061556650
3062755119,3062569724
3062810531,3061556650
3062903188,3062569724
3062974902,3061556650
3062995633,3061556650
3063059005,3062903188
3063078570,3063059005
3063133274,3061556650
3063156470,3061556650
3063227174,3061556650
3063251789,3063078570
3063277217,3061556650
3063371305,3063078570
3063376492,3063078570
3063382324,3063078570
3063415247,3063382324
3063411320,3061556650
3063411911,3063382324
3063417820,3061556650
3063451918,3061556650
3063494443,3061556650
3063517169,3061556650
3063521151,3063415247
3063546040,3061556650
3063567928,3061556650
3063660067,3062569724
3063652920,3061556650
3063863204,3061556650
3063864084,3061556650
3063877092,3062569724
3063962739,3061556650
3064071533,3061556650
3064101191,3061556650
3064106929,3061556650
3064116645,3061556650
3064139615,3061556650
3064160944,3063078570
3064161668,3062569724
3064291080,3061556650
3064372674,3061556650
3064425861,3061556650
3064432084,3061556650
3064479206,3061556650
3064498269,3062364513
3064543588,3061556650
3064614650,3061767320
3064642144,3061771688
3064647161,3062433766
3064648868,3061556650
3064655256,3062903188
3064700876,3061556650
3064741012,3061885881
3064738247,3061556650
3064788442,3064614650
3064789823,3064741012
3064792723,3061556650
3064824656,3061556650
3064829290,3061556650
3064836244,3061556650
3064886743,3061556650
3064936372,3064116645
3064960206,3061556650
3064972616,3064498269
3065016891,3062569724
3065024738,3061556650
3065041862,3061556650
3065083675,3061556650
3065172448,3061556650
3065169526,3061556650
3065235958,3061556650
3065337096,3061556650
3065369144,3061556650
3065408101,3061556650
3065481678,3061556650
3065483062,3065408101
3065522264,3061556650
3065601946,3061556650
3065701893,3061885881
3065934674,3061556650
3066004197,3061556650
3066057169,3061556650
3066063201,3062487547
3066101947,3061556650
3066224829,3065483062
3066248653,3061556650
3066336197,3061556650
3066415032,3061556650
3066669184,3061556650
3066906978,3065408101
3066941854,3066224829
3066973586,3066941854
3066978690,3066906978
3067350970,3061556650
3067486668,3061556650
3067855411,3061556650
3067972849,3061556650
3068029359,3066973586
3068219475,3061556650
3068328442,3068029359
3068922640,3068219475
3068984047,3061556650
3069053532,3068328442
3069237804,3068328442
3069272157,3062123265
3069317123,3061771688
3069317672,3061556650
3069505077,3061556650
3070002584,3062569724
3070019393,3061910180
3070041412,3061556650
3070140548,3061556650
3070200512,3061556650
3070258841,3061556650
3070328039,3068328442
3070337575,3068328442
3070503390,3070337575
3070503806,3069237804
3071017215,3061556650
3071355485,3062903188
3071518124,3061556650
3071682965,3061556650
3071688745,3062569724
3071703515,3061556650
3071891602,3061556650
3072299831,3061556650
3072437534,3061556650
3072555591,3061556650
3072687396,3063451918
3072785311,3071688745
3072948338,3072687396
3073049344,3061556650
3073356943,3061556650
3073491723,3072948338
3073604633,3073491723
3073716326,3061771688
3073885879,3061556650
3074297727,3061910180
